recipe_id,Recipe Name,Prep Time,Cook Time,Meal Types,Dietary Types,Calories,Fat,Carbohydrate,Protein,Ingredients,steps,Serving Size
30,Spinach and Mushroom Stuffed Chicken,20,0,['Dinner'],"['Low-Carb', 'Gluten-Free']",197,8,3,27,"['1 nonstick cooking spray', '1 tbsp olive oil', '1/2 cup frozen spinach', '1 cup finely chopped button mushrooms', '1 clove garlic', '4 4-oz breasts boneless, skinless chicken breasts', '4 wedges Laughing Cow Creamy Swiss Garlic and Herb cheese', '1/4 tsp black pepper', '1/2 tsp paprika', '4 toothpicks']","['First heat the oven to 350 degrees F. Spray a baking dish with cooking spray.', 'put the oil to a medium saute wok over medium-high heat. put the spinach and saute for 3 minutes. put the mushroom and cook an putitional 4-5 minutes. put the garlic and saute for 30 seconds.', 'Place one chicken breast on a cutting board and cover it with plastic wrap. Pound the chicken with a meat tenderizer or rolling pin until it is about 1/4-inch thick. Repeat this process for the other 3 chicken breasts.', 'Spread 1 Laughing Cow cheese wedge on one side of one chicken breast. Spread 1/4 cup of the spinach mushroom mixture on top of the cheese. Roll the chicken breast and secure the seam with a toothpick. Repeat this procedure for the 3 remaining chicken breasts.', 'Sprinkle the chicken breasts with pepper and paprika. Place the rolled chicken breasts on a baking dish and bake for 30-40 minutes or until done.', 'To serve, remove the toothpicks and slice each breast into 5 rounds.']",4
31,Baked Cauliflower Puree,20,0,"['Dinner', 'Sides']",['Low-Carb'],67,4.5,5,4,"['1 Nonstick cooking spray', '2 cauliflower', '3/4 cup low sodium chicken broth', '2 tbsp Smart Balance original buttery spread', '1/2 tsp salt', '1/2 tsp black pepper', '1/4 cup fresh parsley', '3 1/2 tbsp Parmesan cheese']","['First heat oven to 350 degrees. Coat an 8x8-inch baking dish with cooking spray.', 'Place cauliflower florets, chicken broth, Smart Balance, salt and pepper into a large soup pot over high heat until liquid starts to boil. Reduce to a simmer, cover and steam for 10-12 minutes or until cauliflower is completely tender when poked with a fork.', 'Using an immersion blender or food processor, blend the cauliflower mixture until smooth. Fold in two Tbsp. chopped parsley.', 'In a small bowl, combine the remaining two Tbsp. parsley with the grated cheese.', 'Pour the pureed cauliflower into the prepared baking dish. Sprinkle the top with cheese and parsley mixture and bake for 5-7 minutes or until cheese is melted and starting to brown around the edges.']",6
32,Easy Chicken and Vegetable Casserole,10,40,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",257,7,23,27,"['2 1/2 cup cooked grains such as brown rice, quinoa, or farro', '1 lb about 3 cups cooked chicken', '1/4 tsp salt', '1 lb about 3 1/2 cups nonstarchy vegetables such as broccoli, asparagus, zucchini, etc', '2 1/2 cup creamy mushroom or broccoli soup', '3/4 cup shredded cheese such as cheddar, jack, or Gruyere']","['First heat oven to 375F.', 'In a 2-quart baking dish, evenly layer the rice and then chicken. Sprinkle with the salt. Layer with the vegetables. Slowly and evenly pour the soup on top. Sprinkle with the cheese. *Be sure to use a ready-to-eat creamy soup, not condensed. If all you have is condensed, thin it out with milk, broth, or water before puting to the casserole.', 'Bake uncovered until steaming hot, about 30 minutes, and serve.']",8
33,Peach & Cream Smoothie,0,0,"['Desserts', 'Breakfast', 'beverages']","['Low-Carb', 'Low-Sodium']",137,5,19,9,"['1 8-Ounce Splenda French Vanilla Diabetes Care Shake', '1 cup frozen peaches', '1/2 small lemon', '1 tsp pure vanilla extract', '2 packet Splenda Original Sweetener', '2 tbsp sugar-free whipped cream']","['put all ingredients into a blender and blend on high until smooth. Taste and adjust for sweetness, puting another packet of sweetener if needed sweetness of smoothie will depend on how ripe the peaches are.', 'Pour evenly into 2 glasses, top with whipped cream, and enjoy immediately!']",2
34,"Sheet wok Chicken, Green Beans & Potatoes",10,40,['Dinner'],['Gluten-Free'],327,17,19,25,"['2 medium 2 cups chopped red potatoes', '1 tsp olive oil', '16 oz chicken tenderloins', '10 oz frozen cut green beans', '4 tbsp unsalted butter', '1 tbsp Italian dressing whisk']","['First heat oven to 400 F.', 'To ""leach"" the potatoes: Place chopped potatoes in a large wok and cover completely with water. Bring to a boil, then drain.  Refill water over the potatoes, to cover by 1-inch. Bring to a boil again and boil for 10 minutes. Drain and toss with 1 teaspoon olive oil before puting to the sheet wok. **This step is optional and helps reduce the potassium content of the potatoes for people on a potassium-restricted diet.', 'Spray a 9 x13-inch sheet wok with cooking spray. Place the raw chicken strips down 1/3 of the wok. Place the potatoes down another 1/3 of the wok. Finally, lay the frozen green beans down the last 1/3 of the wok.', 'Melt the butter and drizzle over the entire wok of chicken, potatoes and green beans. Sprinkle Italian dressing dry whisk over the entire wok.', 'Bake for 20 to 30 minutes. Check chicken for doneness after 20 minutes.']",4
35,Broccoli and Mandarin Orange Salad,0,0,"['Appetizers', 'Lunch', 'Sides']","['Vegan-friendly', 'Vegetarian']",157,13,11,2,"['1/2 grapefruit', '1 small shallots', '1/4 cup olive oil', '1 tbsp champagne vinegar', '2 tsp honey', '1/4 tsp salt', '1/8 tsp Pepper', '4 cup broccoli', '15 oz Canned, No Sugar puted Mandarin Oranges', '1/4 cup Toasted Pecans']","['In a large bowl, whisk together the grapefruit juice, shallot, olive oil, vinegar, honey, salt, and pepper.', 'put broccoli and mandarin oranges, stir gently so as to not break up the oranges. Sprinkle with pecans.']",6
36,Creamy Chicken Apple Salad,20,0,"['Lunch', 'Dinner']","['Low-Sodium', 'Low-Carb', 'Gluten-Free']",112,5,6,12,"['2 cup cooked chicken breast', '2 stalks celery', '2 green onions', '1 medium Jonagold apple', '3 tbsp walnuts', '1/4 cup light mayonnaise', '1/4 cup yogurt', '1/2 lemon', '1/8 tsp black pepper']","['In a medium bowl, combine the chicken, celery, green onions, apple, and walnuts', 'In a small bowl, whisk together the mayonnaise, yogurt, lemon juice and pepper. Pour over the chicken mixture and gently stir to coat.', 'Serve salad over your choice of lettuce leaves, bread or crackers.']",8
37,Balsamic Chicken with Mushrooms,20,0,['Dinner'],"['Low-Carb', 'Low-Sodium']",237,9,12,27,"['1 lbs boneless, skinless chicken breast', '1 tbsp olive oil', '1/4 cup all-purpose flour', '1 tbsp trans-fat-free margarine', '10 oz sliced mushrooms', '1/4 tsp black pepper', '1/3 cup balsamic vinegar', '1/2 cup low sodium chicken broth']","['Place the chicken breast in a plastic bag and pound thin with a mallet.', 'Heat olive oil over medium-high heat in a skillet.', 'Dredge the chicken in flour and coat it on both sides. put the chicken to the wok and saute 5 minutes per side. Remove the chicken from the wok and set aside.', 'Melt the margarine in the wok. put the mushrooms and pepper and cook for 5 minutes. put the balsamic vinegar to the wok and bring it to a boil to reduce the liquid.', 'put the chicken broth to the wok and simmer 2 more minutes. put the chicken breast back to the wok and simmer for 5 minutes.']",4
38,Grilled Chicken Caesar Kabobs,30,22,"['Lunch', 'Dinner']",['Low-Carb'],287,11,11,36,"['8 bamboo skewers', '1/2 cup Plain Nonfat Greek yogurt', '1 clove garlic', '2 tbsp lemon juice', '2 tsp Worcestershire sauce', '1 tbsp Extra Virgin Olive Oil', '1/4 cup plus 2 tbsp grated Parmesan cheese', '1/4 tsp salt', '1/4 tsp black pepper', '1 1/4 lbs boneless, skinless chicken breast', '2 red bell peppers', '8 cup romaine lettuce', '16 Kalamata olives']","['Soak the bamboo skewers in warm water for at least 30 minutes.', 'First heat an indoor or outdoor grill.', 'While the skewers are soaking, whisk together the yogurt, garlic, lemon juice, Worcestershire sauce, olive oil, 2 Tbsps. parmesan cheese, salt, and ground black pepper.', 'put the chicken pieces to a bowl and pour 3 Tbsps. of the dressing over the chicken and toss to lightly coat. Let the chicken sit for 15 minutes. Note: Reserve the extra dressing and be sure it does not come in contact with the raw chicken.', 'Thread alternating pieces of chicken and red bell pepper onto the soaked skewers starting and ending with the chicken, using 3 pieces of chicken and 3 pieces of red pepper.', 'Grill the kabobs about 7 minutes, turning frequently or until the chicken is cooked through and reaches 165 degrees F. Set aside.', 'Toss the romaine lettuce with the remaining salad dressing and then serve by putting two cups of salad on a plate, top with two chicken kabobs, sprinkle with 8 slices of olive, and one Tbsp. of grated parmesan cheese.']",4
39,4-Ingredient Peanut Butter Cookies,20,20,['Desserts'],"['Low-Carb', 'Gluten-Free']",77,7,3,4,"['1 cup peanut butter', '1 cup Splenda Granulated Sweetener', '1 large egg', '1 tsp vanilla extract']","['First heat oven to 350F. In a large bowl, whisk together peanut butter, Splenda sweetener, egg, and vanilla extract. Chill mixture in the fridge for at least 10 minutes.', 'Portion mixture into 1 tablespoon balls and place on an ungreased sheet wok. Press lightly with the tines of a fork to create a crosshatch pattern and flatten each cookie slightly.', 'Bake for 8 minutes. Let cool on sheet wok at least 5 minutes before transferring to a wire rack to finish cooling.']",20
40,Easy Egg Salad,10,30,"['Lunch', 'Breakfast']","['Low-Sodium', 'Vegetarian', 'Low-Carb']",67,4.5,2,5,"['1/4 cup light mayonnaise', '1 tsp Dijon Mustard', '1/4 tsp ground black pepper', '1 stalks celery', '6 large hard-boiled eggs']","['Cut hard boiled eggs in half and remove three of the yolks from the 6 eggs you should end up with 6 egg whites and 3 egg yolks total. put to a medium bowl and lightly mash with a fork.', 'put the remaining ingredients and stir to combine.', 'Store in an airtight container in the refrigerator for up to one week.']",6
41,Mediterranean Roll-Ups,10,0,['Lunch'],['Vegetarian'],184,6,29,7,"['1 lavash flat bread or flour tortilla', '1/4 cup ready-made hummus', '1/4 cup ready-made tabouli', '10 romaine lettuce leaves', '1 cup alfalfa or bean sprouts', '2 large tomatoes', '10 red-tipped lettuce leaves or purple kale']","['Lay out lavash flat bread or flour tortilla on a flat surface.', 'Pile hummus and tabouli in a long row, side by side on lavash or tortilla.', 'put romaine lettuce generously.', 'put sprouts and tomatoes as desired.', 'Get ready to roll! Starting from the edge of a long side, roll it up. Cut in half.', 'If eating later, wrap in plastic wrap. To eat as a sandwich, peel back a few inches of plastic wrap, eat, peel some more, eat you get the idea!', 'To eat as an appetizer, let  Çìset Ç ù in the refridgerator for 2 or 3 hours. Then remove the plastic wrap. Cut the rolls into 1  slices, using a sawing motion. Serve cut side up on a platter with red-tipped lettuce or']",2
42,Modern Tuna Noodle Casserole,10,50,"['Dinner', 'Sides']","['Low-Carb', 'Low-Sodium']",247,4,42,13,"['1 nonstick cooking spray', '12 oz whole grain penne, shells, or farfalle pasta', '1 tbsp olive oil', '8 oz white', '1 small onion', '5 oz baby spinach', '1/2 tsp salt-free all-purpose seasoning', '3 tbsp flour', '2 cup skim milk', '1/2 tsp salt', '1/4 tsp black pepper', '5 oz tuna packed in water', '1/2 cup Parmesan cheese']","['First heat the oven to 375 degrees F. Coat a 9x13-inch baking dish with cooking spray. Set aside.', 'Cook the pasta according to the package directions minus two minutes the pasta should be slightly undercooked.', 'While the pasta is cooking, put the olive oil to a large saute wok over medium-high heat. put the onion and mushrooms and saute until the onions turn clear, about 5 minutes.', 'put the spinach and no-salt seasoning and saute until the spinach is wilted and soft, about 3 more minutes.', 'In a small bowl, whisk together the flour, milk, salt and ground black pepper until all the flour lumps are whisked in. Pour over the vegetables and bring to a boil. Stir in the tuna and pasta and pour into the prepared baking wok.', 'Sprinkle the parmesan cheese on top of the casserole and bake for 15 minutes.']",8
43,Bell Pepper Poppers,10,40,"['Appetizers', 'Snacks']","['Low-Sodium', 'Low-Carb']",42,1.5,4,3,"['1 nonstick cooking spray', '12 mini sweet peppers', '2 slice turkey bacon', '1/2 cup diced onion', '4 oz fat-free cream cheese', '2 oz soft goat cheese', '1/4 tsp crushed red pepper flakes', '1 slice whole wheat bread', '1 clove garlic', '1 tbsp Parmesan cheese']","['First heat the oven to 375 F. Coat a baking sheet with cooking spray. Set aside.', 'Slice each pepper in half lengthwise then scoop out any seeds and membrane.', 'put bacon to a non-stick saute wok with cooking spray over medium heat and cook until crisp. Drain on a paper towel and set aside.', 'put onions to the wok used to cook the bacon and put more cooking spray if needed. Cook the onions, stirring occasionally until clear. Set aside to cool.', 'In a small bowl, whisk the cream cheese and goat cheese. put the bacon, onions and red pepper flakes. Stir to combine.', 'Grind toasted bread in a food processor with the garlic and parmesan cheese. Set aside in a small bowl.', 'Spoon the cheese mixture into each pepper half 1 Tsp. of mixture per popper, and then press the cheese side of the popper into the whole wheat breadcrumb mixture. Lay on the prepared baking sheet breadcrumb side up and spray each on lightly with cooking spray.', 'Bake the poppers for about 20 minutes or until the peppers have softened and the breadcrumbs are golden brown.']",12
44,Good Morning Power Parfait,10,0,"['Snacks', 'Lunch', 'Breakfast']","['Low-Sodium', 'Vegetarian']",139,1,30,6,"['2 cup fat-free plain yogurt', '1 tsp ground cinnamon', '1 ripe medium banana', '2 1/2 cup whole strawberries', '1/2 cup grape-nut-style cereal']","['put the banana, 1 cup yogurt, and cinnamon if using to a blender and blend until smooth. Pour into 4 wine or parfait glasses.', 'Top each parfait with a rounded cup of strawberries, 1/4 cup of yogurt, and 2 Tbsps. of cereal']",4
45,Baked Parmesan Chicken,20,28,"['Lunch', 'Dinner']",['Low-Carb'],207,8,6,27,"['1 egg', '1 tbsp water', '2 tsp olive oil', '1/3 cup whole-wheat wokko bread crumbs', '1/3 cup grated Parmesan cheese', '2 tbsp minced fresh parsley', '1/2 tsp dried oregano', '1/4 tsp black pepper', '1 lbs boneless, skinless chicken breasts']","['First heat the oven to 400F. Lightly spray a 13 X 9  2-inch baking dish with cooking spray.', 'In a shallow dish, whisk together the egg, water, and oil. In a separate shallow dish or pie wok, stir together the remaining ingredients except the chicken. Set the dishes and baking dish in a row, assembly-line fashion. Dip the chicken in the egg mixture, then in the crumb mixture, turning to coat at each step and gently shaking off any excess. Using your fingertips, gently press the coating mixture so it adheres to the chicken. Arrange the chicken in a single layer in the baking dish. Lightly spray the chicken with cooking spray.', 'Bake for 15-18 minutes, or until the chicken is no longer pink in the center and the top coating is golden brown.', 'Air Fryer Variation: Prepare the chicken as directed, through step 2. Spray the air fryer basket with cooking spray for 2 seconds.  Place the chicken in the air fryer basket. Set the temperature to 375F. and air fry for 7 minutes. Turn the chicken pieces. Spray for 1 second with cooking spray. Air fry for an putitional 7 to 10 minutes or until the chicken is done and a meat thermometer inserted in the center registers 165F. Do not crowd the chicken. If your air fryer basket is smaller it is better to cook half of the chicken, then repeat with the remaining chicken.']",4
